concept:name,case:concept:name
A,0
A,1
D,0
A,2
D,1
A,3
F,0
D,2
F,1
A,4
D,3
E,0
A,5
F,2
E,1
B,4
G,0
A,6
F,3
D,5
E,2
G,1
A,7
C,4
H,0
D,6
E,3
G,2
A,8
F,5
I,1
D,7
A,4
F,6
A,9
G,3
E,5
I,2
B,8
J,1
D,4
A,10
F,7
E,6
I,3
D,9
G,5
J,2
C,8
A,11
K,1
F,4
G,6
B,10
E,7
H,5
J,3
A,12
K,2
A,8
F,9
M,1
D,11
E,4
A,13
H,6
L,3
C,10
D,8
G,7
D,12
E,9
N,1
M,2
A,14
F,11
G,4
B,13
M,3
A,10
A,15
F,8
H,7
F,12
G,9
O,2
B,14
E,11
I,4
C,13
A,16
O,3
E,8
B,15
H,9
B,10
E,12
G,11
A,17
A,13
C,14
J,4
B,16
C,15
G,8
A,18
C,10
G,12
D,17
H,11
A,14
D,13
K,4
A,19
A,15
C,16
A,10
B,18
H,8
H,12
A,20
F,17
F,13
D,14
A,16
B,19
M,4
D,15
C,18
D,10
A,21
E,13
B,20
E,17
C,19
D,16
A,22
F,14
F,15
N,4
A,18
F,10
D,21
G,13
C,20
A,23
G,17
F,16
A,19
B,22
E,15
E,14
F,21
A,24
E,10
B,18
A,20
D,23
I,13
I,17
E,16
G,15
A,25
B,19
C,22
G,14
B,24
C,18
E,21
D,20
G,10
F,23
A,26
J,13
J,17
G,16
I,15
C,19
B,25
A,22
H,14
G,21
C,24
A,27
I,10
A,18
E,23
B,26
F,20
K,17
L,13
A,19
H,16
B,22
A,28
H,21
J,15
B,27
C,25
A,24
J,10
D,18
C,26
G,23
E,20
M,17
A,29
M,13
B,19
C,22
D,28
K,15
C,27
A,30
B,24
A,25
A,26
K,10
H,23
F,18
D,29
G,20
O,17
C,19
N,13
F,28
A,31
A,22
D,30
M,15
A,27
D,26
D,25
M,10
C,24
I,20
F,29
A,32
E,18
A,19
B,27
D,22
E,28
F,30
O,15
D,31
A,33
J,20
F,25
F,26
N,10
A,24
E,29
G,18
D,32
B,19
A,34
C,27
G,28
E,30
F,31
F,22
B,33
E,26
E,25
G,29
D,24
K,20
A,35
I,18
C,19
B,34
G,30
F,32
A,27
E,31
E,22
A,36
H,28
G,25
G,26
H,29
F,24
B,35
C,33
M,20
J,18
A,37
E,32
A,19
B,27
C,34
G,31
G,22
B,36
H,30
H,26
H,25
A,33
E,24
N,20
A,38
C,35
K,18
D,37
C,27
G,32
D,19
I,22
A,34
C,36
I,31
A,39
D,33
G,24
A,35
B,38
F,37
J,22
A,27
D,34
F,19
A,40
M,18
H,32
B,39
A,36
J,31
F,33
A,41
C,38
I,24
B,35
E,37
F,34
N,18
D,40
E,19
D,27
K,22
C,39
K,31
D,36
E,33
A,42
B,41
A,38
E,34
J,24
F,40
C,35
M,22
G,19
G,37
F,27
A,43
A,39
M,31
F,36
G,33
B,42
I,19
A,44
G,34
L,24
E,40
C,41
D,38
N,22
I,37
A,35
B,39
B,43
E,36
E,27
C,42
O,31
A,45
I,33
I,34
B,44
M,24
J,19
B,35
A,41
G,40
C,39
F,38
J,37
A,46
C,43
G,36
G,27
A,42
D,45
J,33
K,19
J,34
C,44
A,47
C,35
B,41
O,24
E,38
H,40
A,39
A,43
D,46
K,37
H,36
H,27
B,42
A,48
L,33
F,45
M,19
D,47
K,34
C,41
A,44
A,35
G,38
D,39
B,43
C,42
A,49
M,37
F,46
B,48
F,47
E,45
O,19
M,33
B,44
D,35
M,34
A,41
H,38
A,50
F,39
O,37
A,42
E,46
C,43
D,49
E,47
G,45
C,48
A,51
F,35
O,33
C,44
O,34
D,41
D,50
E,39
A,52
G,46
F,49
A,43
D,42
A,48
I,45
B,51
G,47
A,44
E,35
